date,CA_sales,TX_sales,WI_sales,total_sales
1/29/2011,36276.1,24100.451,21274.059,81650.61
1/30/2011,35047.46,23771.68,20151.43,78970.57
1/31/2011,25283.73,16609.832,15813.35,57706.914
2/1/2011,26917.002,17957.96,15886.24,60761.203
2/2/2011,25175.63,14455.859,7328.46,46959.953
2/3/2011,27496.328,22009.02,19872.031,69377.375
2/4/2011,31251.719,16004.57,21532.77,68789.06
2/5/2011,42484.77,23962.941,27000.04,93447.75
2/6/2011,38055.918,25552.82,19888.82,83497.56
2/7/2011,29617.3,19250.879,16296.5205,65164.7
2/8/2011,28774.32,16664.691,15440.38,60879.39
2/9/2011,26731.17,16753.69,16923.83,60408.688
2/10/2011,30009.871,16386.6,16345.53,62742
2/11/2011,31809.379,19227.04,20947.69,71984.11
2/12/2011,39853.88,26771.611,25959.41,92584.91
2/13/2011,43578.6,32372.6,24812.629,100763.83
2/14/2011,25228.22,18626.73,15873.939,59728.89
2/15/2011,25817.49,20218.7,18242.121,64278.31
2/16/2011,24838.45,18226.371,15920.77,58985.59
2/17/2011,23078.69,17416.23,16694.07,57188.992
2/18/2011,28919.871,19273.95,19274.172,67467.99
2/19/2011,38052.11,25921.87,23676.85,87650.83
2/20/2011,38102.42,26977.88,16289.141,81369.445
2/21/2011,33537.37,19361.78,12648.42,65547.57
2/22/2011,24986.13,17501.129,12893.43,55380.688
2/23/2011,24186.71,15696.641,15186.92,55070.273
2/24/2011,22904.34,16625.51,14456.49,53986.344
2/25/2011,27753.818,16985.64,17037.41,61776.87
2/26/2011,37640.44,23538.97,20660.078,81839.49
2/27/2011,35602.32,24910.459,18938.469,79451.25
2/28/2011,25737.219,18052.46,15004.98,58794.66
3/1/2011,27179.36,18921.719,16439.1,62540.18
3/2/2011,26471.26,16849.79,16675.49,59996.54
3/3/2011,28015.5,17958.541,18543.941,64517.98
3/4/2011,29179.85,17636.129,17204.58,64020.555
3/5/2011,39088.57,25202.28,21952.91,86243.766
3/6/2011,44367.832,28037.988,21899.58,94305.4
3/7/2011,29922.85,20919.041,16141.949,66983.84
3/8/2011,27855.932,17178.72,16211.18,61245.832
3/9/2011,25980.24,18489.38,14302.199,58771.82
3/10/2011,27239.98,16934.621,15930.131,60104.734
3/11/2011,30560.799,19173.82,18381.21,68115.83
3/12/2011,37868.418,24561.951,23233.64,85664.01
3/13/2011,39819.95,26376.01,19783.691,85979.66
3/14/2011,28851.129,20113.012,16877.8,65841.94
3/15/2011,25235.219,20214.75,17102.1,62552.07
3/16/2011,26715.691,17779.09,15581.551,60076.332
3/17/2011,25848.47,17770.17,13890.7,57509.34
3/18/2011,28037.46,19259.32,17550.36,64847.14
3/19/2011,40391.547,22064.379,20991.61,83447.53
3/20/2011,39958.85,24587.7,16979.02,81525.57
3/21/2011,28430.59,18309.28,14629.189,61369.055
3/22/2011,26146.129,15838.43,12620.4,54604.96
3/23/2011,23431.049,15839.81,12410.96,51681.82
3/24/2011,21426.48,15643.46,13399.42,50469.36
3/25/2011,30253.55,17034.7,15486.57,62774.82
3/26/2011,38154.41,22208.66,19898.11,80261.18
3/27/2011,37979.6,25520.68,17745.309,81245.59
3/28/2011,27038.871,16980.42,13488.131,57507.42
3/29/2011,23612.81,15479.709,13478.57,52571.09
3/30/2011,23320.648,14726.289,12096.689,50143.625
3/31/2011,26102.72,15970.141,13908.619,55981.477
4/1/2011,33536.59,20960.77,19883.09,74380.45
4/2/2011,41279.258,24395.69,24984.17,90659.12
4/3/2011,41841.52,27005.5,20274.3,89121.31
4/4/2011,33205.27,17603.27,15251.23,66059.766
4/5/2011,28549.26,18294.012,15704.91,62548.184
4/6/2011,28024.58,17177.01,15008.93,60210.52
4/7/2011,28891.66,18552.84,13146.1,60590.6
4/8/2011,30618.299,18869.21,17315.031,66802.54
4/9/2011,39719.23,24411.879,22016.42,86147.53
4/10/2011,42060.57,26078.51,16941.26,85080.336
4/11/2011,30649.49,20325.469,15634.41,66609.375
4/12/2011,25794.46,19345.922,16420.41,61560.793
4/13/2011,24435.87,19003.56,13598.5,57037.93
4/14/2011,26006.52,17384.39,15434.08,58824.992
4/15/2011,30367.592,21145.51,17161.91,68675.016
4/16/2011,37258.42,24856.46,20943.95,83058.83
4/17/2011,39530.47,25955.58,18131.17,83617.22
4/18/2011,28544.932,18807.59,13918.7,61271.223
4/19/2011,26341.81,17051.488,11399.8,54793.098
4/20/2011,25757.05,17159.27,13804.1,56720.42
4/21/2011,26476.24,16265.34,13724.43,56466.008
4/22/2011,31961.21,20922.66,16688.88,69572.75
4/23/2011,40563.16,24352.43,19255.84,84171.43
4/24/2011,34442.07,21948.31,11886.2,68276.586
4/25/2011,25581.059,17656.41,13105.35,56342.82
4/26/2011,24200.83,15201.061,11389.48,50791.37
4/27/2011,23535.05,15099.24,12242.73,50877.02
4/28/2011,23573.602,15233.301,13146.32,51953.223
4/29/2011,28563.93,17983.781,17996.969,64544.68
4/30/2011,36811.11,23301.91,20535.77,80648.79
5/1/2011,36881.508,27050.318,17415.121,81346.95
5/2/2011,30099.02,17330.14,15618.33,63047.492
5/3/2011,30350.51,19295.07,16633.4,66278.98
5/4/2011,27237.059,16132.041,14303.189,57672.29
5/5/2011,25403.338,17128.19,14189.359,56720.887
5/6/2011,31147.91,21300.25,15770.16,68218.32
5/7/2011,35416.18,23297.102,19308.52,78021.8
5/8/2011,32411.559,19725.93,13718.041,65855.53
5/9/2011,32416.031,21338.73,15281.76,69036.52
5/10/2011,28967.18,17448.55,13760.609,60176.34
5/11/2011,27711.648,18962.89,14884.75,61559.29
5/12/2011,26676.709,18456.41,15885.541,61018.656
5/13/2011,31340.469,22010.96,17121.67,70473.1
5/14/2011,37382.92,24413.102,20100.08,81896.1
5/15/2011,39672.793,28064.281,20531.93,88269.01
5/16/2011,27406.291,19353.57,14488.8,61248.66
5/17/2011,25153.832,17474.39,13405.51,56033.734
5/18/2011,24225.52,15685.76,13004.24,52915.523
5/19/2011,24648.332,15877,12392.33,52917.664
5/20/2011,28715.96,17260.67,15104.609,61081.242
5/21/2011,35467.67,22786.941,18206.73,76461.34
5/22/2011,35656.96,23818.57,14132.08,73607.61
5/23/2011,27263.56,17508.29,13326.279,58098.133
5/24/2011,23959.252,15805.209,12799.26,52563.72
5/25/2011,24955,16008.18,11208.26,52171.438
5/26/2011,25910.932,17155.6,13942.59,57009.12
5/27/2011,28630.14,17487.79,15521.73,61639.66
5/28/2011,31989.059,22208.371,16836.27,71033.7
5/29/2011,31988.438,20401.56,14061.59,66451.59
5/30/2011,32331.77,19954.91,12495.62,64782.3
5/31/2011,25241.531,16222.57,13917.26,55381.36
6/1/2011,28147.242,20977.01,15651.55,64775.8
6/2/2011,28021.018,17981.84,16395.18,62398.04
6/3/2011,32852.88,22054.55,18789.1,73696.53
6/4/2011,39941.32,23694.74,20228.55,83864.61
6/5/2011,40545.207,26305.691,21075.871,87926.766
6/6/2011,32416.85,22811.02,17966.14,73194.01
6/7/2011,30748.041,21529.16,17606.809,69884.016
6/8/2011,29528.621,19758.71,16822.852,66110.19
6/9/2011,28245.35,20270.871,17180.17,65696.39
6/10/2011,34270.04,21325.12,16899.691,72494.84
6/11/2011,36624.61,25941.5,20869,83435.11
6/12/2011,39456.7,28329.13,18645.18,86431.01
6/13/2011,31889.68,22709.37,15724.38,70323.43
6/14/2011,29127.97,19699.57,16731.09,65558.625
6/15/2011,29497.5,21454.371,17417.67,68369.54
6/16/2011,28874.021,18911.121,15368.199,63153.34
6/17/2011,31037.09,20591.521,16554.49,68183.1
6/18/2011,36263.742,24437.86,17938.61,78640.21
6/19/2011,33609.67,23314.13,15819.939,72743.74
6/20/2011,31624.91,20394.35,14310.359,66329.62
6/21/2011,27767.209,17831.69,13443.97,59042.867
6/22/2011,28512.23,15712.15,14352.09,58576.473
6/23/2011,29973.2,18359.82,14393.18,62726.2
6/24/2011,31813.92,20338,16280.33,68432.25
6/25/2011,34195.86,22251.992,16526,72973.85
6/26/2011,37490.895,24268.11,15210.61,76969.62
6/27/2011,29316.19,19105.031,13428.98,61850.2
6/28/2011,24469.422,16790.76,12769.96,54030.14
6/29/2011,25686.14,16211.4795,12331.09,54228.71
6/30/2011,28001.7,17123.97,14553.13,59678.8
7/1/2011,37470.918,24948.73,20859.49,83279.14
7/2/2011,41555.59,24614.879,21077.17,87247.64
7/3/2011,36972.61,24516.102,16855.42,78344.13
7/4/2011,29853.61,20421.25,11281.55,61556.41
7/5/2011,34503.1,21425.32,16057.04,71985.46
7/6/2011,33866.27,19686.201,17868.89,71421.36
7/7/2011,34450.5,23070.77,16341.899,73863.17
7/8/2011,36734.87,21106.62,18693.512,76535
7/9/2011,41136.844,26290.75,21818.602,89246.195
7/10/2011,43070.824,26049.55,18746.68,87867.055
7/11/2011,32357.79,23520.1,17647.56,73525.45
7/12/2011,27871.26,20846.65,18239.25,66957.16
7/13/2011,28326.781,21979.95,15383.87,65690.6
7/14/2011,29083.23,19280.91,16197.8,64561.94
7/15/2011,32021.89,23951.69,20086.71,76060.29
7/16/2011,39184.137,26409.648,20323.531,85917.31
7/17/2011,40761.84,26605.352,18345.01,85712.195
7/18/2011,31399.62,20060.541,15907,67367.16
7/19/2011,27447.441,17139.92,15472.1,60059.46
7/20/2011,28151.422,18267.969,14225.529,60644.92
7/21/2011,29189.81,18307.08,15106.781,62603.67
7/22/2011,32983.652,20649.74,17610.52,71243.91
7/23/2011,39059.7,24230.05,19137.582,82427.33
7/24/2011,39017.633,25279.57,16541.63,80838.836
7/25/2011,29742.791,20516.44,13761.471,64020.703
7/26/2011,26940.98,17399.74,13834.71,58175.43
7/27/2011,27072.31,16842.209,12352.62,56267.14
7/28/2011,27557.281,17577.691,14133.7,59268.67
7/29/2011,31922.729,19518.059,16464.99,67905.78
7/30/2011,37438.55,23399.63,19148.31,79986.49
7/31/2011,38884.11,25392.889,16997.76,81274.76
8/1/2011,33066.75,23901.01,16557.781,73525.54
8/2/2011,31938.44,19131.691,17650.08,68720.21
8/3/2011,32047.951,21614.57,18880.09,72542.61
8/4/2011,30395.91,20557.68,14448.6,65402.188
8/5/2011,33339.5,22203.39,16848.36,72391.25
8/6/2011,38026.41,27188.55,20025.42,85240.38
8/7/2011,42120.664,29290.76,18234.15,89645.57
8/8/2011,32893.41,21545.91,16240.631,70679.95
8/9/2011,31643.24,21050.47,17142.74,69836.45
8/10/2011,32986.65,19600.17,15007.95,67594.77
8/11/2011,30320.1,21369.75,16479.77,68169.625
8/12/2011,34395,24394.559,18846.54,77636.09
8/13/2011,41283.18,30109.418,19459.57,90852.164
8/14/2011,43628.55,29267.71,19036.9,91933.164
8/15/2011,33515.49,24557.47,17342.64,75415.6
8/16/2011,30871.09,20734.66,15040.26,66646.01
8/17/2011,29528.89,20335.7,14404.931,64269.52
8/18/2011,28778.61,19463.24,13372.699,61614.55
8/19/2011,31121.89,22738.02,16861.781,70721.69
8/20/2011,40250.39,27905.07,18171.691,86327.16
8/21/2011,45944.684,31624.031,16733.281,94302
8/22/2011,32425.55,22206.13,14478.439,69110.12
8/23/2011,28730.63,19069.94,13777.01,61577.58
8/24/2011,28371.05,17228.72,14170.26,59770.03
8/25/2011,27548.5,16992.23,13856.99,58397.72
8/26/2011,31136.83,19528.06,15932.511,66597.4
8/27/2011,39365.508,26047.918,18470.79,83884.22
8/28/2011,40720.89,26993.98,15993.94,83708.81
8/29/2011,28617.69,18571.36,13442.86,60631.906
8/30/2011,25477.18,16626.54,12922.41,55026.13
8/31/2011,26052.83,17870.08,15749.281,59672.19
9/1/2011,30539.07,22609.54,16880.26,70028.87
9/2/2011,34094.43,22007.11,21144.852,77246.39
9/3/2011,40435.348,28589.299,21226.57,90251.22
9/4/2011,37836.11,19728.629,16294.9,73859.64
9/5/2011,39309.91,24963.559,17564.25,81837.72
9/6/2011,33933.96,20181.398,17670.65,71786.01
9/7/2011,31669.32,21618.96,14423.04,67711.32
9/8/2011,31837.889,18783.291,15793.58,66414.76
9/9/2011,34896.97,23296,18645.59,76838.56
9/10/2011,42950.117,27879.191,21421.74,92251.055
9/11/2011,45669.188,31224.09,21409.52,98302.8
9/12/2011,31820.031,22707.852,17454.328,71982.21
9/13/2011,28391.83,23586.97,14518.391,66497.19
9/14/2011,27470.73,19478.02,16683.871,63632.62
9/15/2011,29155.51,22917.668,19064.45,71137.625
9/16/2011,33400.5,22757.55,18517.73,74675.78
9/17/2011,40172.34,28091.64,21680.45,89944.44
9/18/2011,44107.69,28834,18059.25,91000.94
9/19/2011,32225.09,21654.6,13766.1,67645.79
9/20/2011,29906.328,18151.29,13397.4,61455.016
9/21/2011,29268.92,16879.95,13976.85,60125.72
9/22/2011,27874.621,17233.51,14357.48,59465.613
9/23/2011,34475.53,20348.85,16636.92,71461.305
9/24/2011,42638.875,26220.97,19476.71,88336.555
9/25/2011,44350.59,28220.66,17779.01,90350.26
9/26/2011,30929.48,19674.61,13532.881,64136.97
9/27/2011,28935.52,17333.36,13106.189,59375.07
9/28/2011,27354.17,16871.29,13650.789,57876.25
9/29/2011,26519.729,17304.19,13986.55,57810.47
9/30/2011,33813.98,22927.32,20476.07,77217.375
10/1/2011,48165.59,31751.871,23384.64,103302.1
10/2/2011,47594.51,29295.281,22092.91,98982.7
10/3/2011,35092.34,23928,19932.871,78953.21
10/4/2011,33663.723,19796.762,14764.93,68225.414
10/5/2011,31009.97,20877.03,16440.79,68327.79
10/6/2011,30779.18,20571.93,17228.6,68579.71
10/7/2011,35436.82,24902.56,16964.39,77303.77
10/8/2011,43946.72,26157.719,22744.16,92848.59
10/9/2011,47008.453,27051.7,23140.809,97200.97
10/10/2011,37724.96,25389.77,15770.89,78885.62
10/11/2011,30893.799,22172.66,16584.4,69650.86
10/12/2011,30213.27,23601.33,18073.93,71888.53
10/13/2011,29811.07,22833.22,15632.9,68277.19
10/14/2011,35917.49,22625.021,20924.13,79466.64
10/15/2011,45011.223,30882.66,26005.21,101899.09
10/16/2011,46118.21,31394.82,20786.74,98299.77
10/17/2011,34370.453,23169.24,16097.311,73637.01
10/18/2011,28923.158,20345.73,14814.82,64083.71
10/19/2011,28093.92,19112.43,13195.28,60401.633
10/20/2011,28008.29,17911.49,13553.529,59473.312
10/21/2011,33796.45,20734.98,16728.36,71259.79
10/22/2011,43108.8,26153.82,19791.71,89054.336
10/23/2011,43518.473,27867.64,17640.629,89026.734
10/24/2011,31564,21497.219,13693.24,66754.46
10/25/2011,28330.658,18183.2,13362.75,59876.61
10/26/2011,27027.37,18745.33,13837.89,59610.59
10/27/2011,28707.36,17734.9,14379.66,60821.918
10/28/2011,31955.82,20103.18,18539.86,70598.86
10/29/2011,43485.83,24606.11,20306.719,88398.66
10/30/2011,44960.992,26329.799,16285.88,87576.67
10/31/2011,27544.19,19089.81,14137.71,60771.71
11/1/2011,29335.82,22260.1,17509.89,69105.81
11/2/2011,29653.93,18627.26,16112.46,64393.65
11/3/2011,31590.258,21526.742,19304.05,72421.05
11/4/2011,36058.72,20592.77,18462.22,75113.71
11/5/2011,43501.72,27961.543,24040.2,95503.47
11/6/2011,48968.633,31271.94,22750.16,102990.734
11/7/2011,34453.5,23354.28,14280.05,72087.83
11/8/2011,31849.648,18221.129,15614.359,65685.14
11/9/2011,30948.71,21072.65,16044.16,68065.516
11/10/2011,32477.52,19746.47,16390.93,68614.92
11/11/2011,36387.28,22352.71,18474.19,77214.18
11/12/2011,41165.46,27751.58,23939.18,92856.22
11/13/2011,42764.81,30871.742,20908.48,94545.03
11/14/2011,31651.031,21894.451,16575.32,70120.805
11/15/2011,29386.52,22395.371,18052.57,69834.46
11/16/2011,28474.521,19703.87,15272.529,63450.92
11/17/2011,27510.71,19334.73,13686.5205,60531.96
11/18/2011,32386.172,19787.66,17003.93,69177.766
11/19/2011,44099.484,25700.049,20060.28,89859.81
11/20/2011,43588.46,27320.11,18157.11,89065.68
11/21/2011,33511.58,20948.06,13349.04,67808.68
11/22/2011,32294.791,20634.629,14472.721,67402.14
11/23/2011,35325.508,26349.332,16444.44,78119.28
11/24/2011,19032.36,19060.95,8834.65,46927.96
11/25/2011,28248.89,17266.78,15323.381,60839.055
11/26/2011,32729.818,18393.398,16433.62,67556.836
11/27/2011,35174.44,21769.879,15776.971,72721.29
11/28/2011,29013.48,17080.08,13686.82,59780.383
11/29/2011,26543.8,16498.96,13418.76,56461.523
11/30/2011,25274.07,17132.73,13055.42,55462.22
12/1/2011,29609.57,20555.4,16892.7,67057.67
12/2/2011,35082.938,20635.93,20766.54,76485.41
12/3/2011,44760.418,27555.902,24603.33,96919.65
12/4/2011,47048.98,27894.08,20637.71,95580.77
12/5/2011,36435.19,22654.71,18815.328,77905.234
12/6/2011,32374.9,21353.89,17026.68,70755.47
12/7/2011,30941.479,21173.08,14303.54,66418.1
12/8/2011,32823.82,18104.52,18207.691,69136.03
12/9/2011,35126.14,21740.98,19330.47,76197.59
12/10/2011,44806.027,24509.262,22627.05,91942.34
12/11/2011,45151.06,30351.25,21757.45,97259.766
12/12/2011,35115.3,24259.76,18339.94,77715
12/13/2011,31507.52,23909.629,15733.359,71150.51
12/14/2011,30302.19,22809.531,17092.5,70204.22
12/15/2011,32813.32,25051.08,19570.41,77434.81
12/16/2011,34675.9,21922.77,19343.04,75941.7
12/17/2011,41954.32,27258.13,21600.63,90813.086
12/18/2011,44007.953,25417.07,18828.79,88253.81
12/19/2011,34647.082,21980.06,16059.971,72687.11
12/20/2011,33358.14,20396.18,16686.22,70440.54
12/21/2011,33526.27,21116.24,15552.381,70194.89
12/22/2011,35267.168,22259.91,17237.14,74764.22
12/23/2011,42080.59,26128.63,21966.59,90175.81
12/24/2011,32822.703,25132.65,18012.988,75968.34
12/25/2011,10.88,3.3600001,9.440001,23.68
12/26/2011,34864.99,24465.08,16993.55,76323.625
12/27/2011,31493.12,19773.94,14314.29,65581.35
12/28/2011,31500.072,19843.18,14480.79,65824.04
12/29/2011,32721.43,18956.65,14970.949,66649.03
12/30/2011,41416.617,24510.12,21573.012,87499.75
12/31/2011,38291.918,27096.59,21908.97,87297.48
1/1/2012,27929.299,18759.91,10822.77,57511.98
1/2/2012,42455.47,24738.39,21758.91,88952.766
1/3/2012,34164.69,22137.66,19391.02,75693.375
1/4/2012,30928.941,19372.25,16610.05,66911.24
1/5/2012,33548.93,22335.86,18488.32,74373.11
1/6/2012,34703.9,23736.94,20835.71,79276.55
1/7/2012,45444.23,28637.541,22615.262,96697.03
1/8/2012,49021.95,29317.34,21118.02,99457.31
1/9/2012,36906.81,19079.08,18861.46,74847.35
1/10/2012,33266.258,20537.3,15429.07,69232.625
1/11/2012,30567.78,22799.18,21470.07,74837.03
1/12/2012,28052.61,21056.959,15439.36,64548.93
1/13/2012,35851.332,24926.86,17683.18,78461.375
1/14/2012,43462.484,27533.762,26412.2,97408.45
1/15/2012,44237.89,29811.451,22652.89,96702.234
1/16/2012,39389.336,24351.37,19393.77,83134.47
1/17/2012,28714.95,18298.74,11377.34,58391.027
1/18/2012,30948.27,19139.91,17079.74,67167.92
1/19/2012,28962.94,18937.91,16323.67,64224.523
1/20/2012,33868.44,22154.379,16681.11,72703.93
1/21/2012,51448.793,27644.43,24846.83,103940.05
1/22/2012,40844.53,28288.43,20182.5,89315.46
1/23/2012,31363.39,20304.68,14679.07,66347.14
1/24/2012,30495.621,17729.28,14877.92,63102.82
1/25/2012,28452.459,16182.541,14225.96,58860.96
1/26/2012,28105.98,17821.83,15271.209,61199.023
1/27/2012,33684.49,20617.17,17885.701,72187.36
1/28/2012,42540.902,26480.72,23019.97,92041.59
1/29/2012,45720,27590.988,18388.719,91699.7
1/30/2012,33038.13,19824.79,14971.251,67834.17
1/31/2012,32828.508,19195.02,15561.59,67585.12
2/1/2012,35587.14,25728.398,19438.42,80753.96
2/2/2012,35809.96,21059.02,20726.04,77595.016
2/3/2012,41742.11,26474.25,25729.92,93946.28
2/4/2012,57148.64,33103.56,28432.9,118685.1
2/5/2012,48986.21,36552.61,25824.09,111362.91
2/6/2012,39127.32,25065.098,20558.8,84751.22
2/7/2012,36130.08,25507.922,17029.76,78667.76
2/8/2012,35106.223,22320.14,19781.371,77207.734
2/9/2012,35349.89,22615.59,21783.621,79749.1
2/10/2012,40323.598,22087.36,18257.992,80668.95
2/11/2012,55063.637,31247.98,27700.291,114011.91
2/12/2012,53762.723,34747.73,28761.42,117271.875
2/13/2012,40288.92,28272.77,19933.61,88495.3
2/14/2012,28988.168,21349.91,17057.12,67395.195
2/15/2012,30858.57,22418.64,20644.26,73921.47
2/16/2012,31297.172,22013,18283.32,71593.49
2/17/2012,38528.98,21794.89,20085.61,80409.484
2/18/2012,48976.56,28650.96,24618.559,102246.08
2/19/2012,48177.46,32020.422,22644.621,102842.5
2/20/2012,43099,24189.2,16297.83,83586.03
2/21/2012,33039.14,20399.59,15409.381,68848.11
2/22/2012,31312.652,19791.07,16397.65,67501.375
2/23/2012,32012.459,20651.16,15943.77,68607.39
2/24/2012,37750.03,22245.31,16299.779,76295.125
2/25/2012,46513.34,27608.66,24534.71,98656.71
2/26/2012,47045.758,31587.951,21519.74,100153.45
2/27/2012,34084.43,23234.07,16089.67,73408.17
2/28/2012,30310.67,20329.76,15577.641,66218.07
2/29/2012,30974.36,20051.59,15607.33,66633.28
3/1/2012,36872.9,25236.82,19837.56,81947.28
3/2/2012,40942.277,23934.43,21641.531,86518.234
3/3/2012,52333.41,31548.51,28988.371,112870.3
3/4/2012,54756.883,31877.621,24787.18,111421.68
3/5/2012,41395.25,26713.77,21359.969,89468.984
3/6/2012,38208.43,24909.25,21826.629,84944.31
3/7/2012,37854.53,23678.45,17063.96,78596.94
3/8/2012,37310.33,23069.14,20270.64,80650.11
3/9/2012,41379.93,23414.46,22825.61,87620
3/10/2012,53071.56,31873.65,24270.102,109215.31
3/11/2012,56075.566,33978.383,23856.29,113910.24
3/12/2012,40096.547,29014.97,19310.16,88421.67
3/13/2012,33519.668,28196.51,16842.379,78558.56
3/14/2012,31793.84,24418.82,17577.14,73789.8
3/15/2012,34557.92,27789.96,20739.83,83087.71
3/16/2012,36381.94,26374.96,20251.36,83008.266
3/17/2012,51001.742,28446.621,23859.5,103307.86
3/18/2012,50585.266,32478.77,21562.33,104626.36
3/19/2012,37253.98,24999.52,17539.49,79792.99
3/20/2012,32886.84,20439.62,15745.391,69071.85
3/21/2012,32265.94,21504.219,16649.61,70419.766
3/22/2012,32766.96,21555.09,15662.471,69984.52
3/23/2012,35676.82,24006.74,17237.88,76921.445
3/24/2012,47422.234,29922.09,23392.56,100736.89
3/25/2012,52411.473,31108.23,21472.059,104991.766
3/26/2012,36864.66,24018.11,15549.74,76432.51
3/27/2012,29609.46,21153.63,15137.061,65900.16
3/28/2012,32594.059,19965.92,15191.119,67751.09
3/29/2012,30620.02,19248.602,14846.0205,64714.64
3/30/2012,40116.348,24268.709,19627.629,84012.69
3/31/2012,49317.758,29051.48,25824.18,104193.414
4/1/2012,52105.56,36974.84,21077.97,110158.37
4/2/2012,39991.92,23062.88,20633.148,83687.95
4/3/2012,39924.44,26459.148,21048.04,87431.63
4/4/2012,36386.76,22193.44,17057.34,75637.55
4/5/2012,38237.2,24419.121,19702.71,82359.03
4/6/2012,44132.76,31518.21,23240.059,98891.03
4/7/2012,56389.094,37231.34,24492.5,118112.94
4/8/2012,45434.95,32614.121,17543.64,95592.71
4/9/2012,40429.48,25660.352,19912.89,86002.72
4/10/2012,36217.6,23498.69,17556.379,77272.67
4/11/2012,35292.49,25218.01,19134.469,79644.97
4/12/2012,33035.66,24051.42,19929.35,77016.43
4/13/2012,38442.78,27960.21,20590.371,86993.36
4/14/2012,48098.11,31557.309,24817.73,104473.16
4/15/2012,47265.25,36925.53,23681.74,107872.52
4/16/2012,35070.48,22884.5,18094.65,76049.63
4/17/2012,31487.63,24118.47,16638.43,72244.53
4/18/2012,32247.41,21768.65,14783.1,68799.164
4/19/2012,32025.008,21863.75,13268.859,67157.62
4/20/2012,37522.85,21168.549,17298.379,75989.78
4/21/2012,47391.42,29604.65,22115.92,99111.99
4/22/2012,49796.598,31838.41,19903.5,101538.51
4/23/2012,34350.76,23603.09,15128.77,73082.625
4/24/2012,32484.652,20412.4,14302.04,67199.09
4/25/2012,30077.62,21144.459,14171.721,65393.797
4/26/2012,31014.74,20808.99,14709.84,66533.57
4/27/2012,37562.4,22488.55,18490.078,78541.03
4/28/2012,43935.87,29279.459,22803.11,96018.44
4/29/2012,48121.094,31535.26,20516.84,100173.19
4/30/2012,35123.03,23329.271,15909.04,74361.34
5/1/2012,36805.77,26309.99,19145.4,82261.16
5/2/2012,34515.4,22739.709,20414.63,77669.74
5/3/2012,38406.66,25620.76,22318.71,86346.13
5/4/2012,39930.72,25610.44,21578.34,87119.5
5/5/2012,45422.332,33277.68,26878.02,105578.03
5/6/2012,51347.723,36513.16,25236.27,113097.16
5/7/2012,43049.53,28937.2,18270.71,90257.445
5/8/2012,38764.23,22682.81,19763.45,81210.484
5/9/2012,36573.48,25007.61,20316.84,81897.93
5/10/2012,36334.133,22045.01,17929.871,76309.016
5/11/2012,40067.777,25398.33,22515.99,87982.1
5/12/2012,49623.383,32528.441,27440.75,109592.58
5/13/2012,40577.53,31519.922,18854.24,90951.695
5/14/2012,36192.88,26181.219,21519.191,83893.29
5/15/2012,37057.72,26130.46,21986.64,85174.82
5/16/2012,34913.68,23669.69,19894.05,78477.42
5/17/2012,33709.348,22252.06,17792.352,73753.76
5/18/2012,39732.1,25952.898,20048.24,85733.24
5/19/2012,47824.72,30352.21,23484.23,101661.16
5/20/2012,51752.9,33453.71,22427.54,107634.15
5/21/2012,37157.92,23974.75,18086.51,79219.18
5/22/2012,33894.91,23813.2,16933.26,74641.37
5/23/2012,32178.879,21643.93,17273.42,71096.23
5/24/2012,33508.11,22666.85,17326.72,73501.68
5/25/2012,40075.62,26190.79,22484.99,88751.4
5/26/2012,44180.89,31374.111,24430.65,99985.65
5/27/2012,41919.332,30179.4,19387.29,91486.02
5/28/2012,42574.97,29287.7,17676.23,89538.91
5/29/2012,34942,22910.121,16952.209,74804.33
